,user,window,mood,arousal,valence,activity,predicted_mood
0,AS14.19,2014-03-21-2014-03-25,5.953333333333333,-0.6366666666666666,0.5033333333333333,0.09056715560360264,6.0
1,AS14.19,2014-03-22-2014-03-26,6.220000000000001,-0.89,0.45,0.09041911724476633,6.6
2,AS14.19,2014-03-23-2014-03-27,6.220000000000001,-0.6100000000000001,0.49000000000000005,0.09954418521829847,6.6
3,AS14.19,2014-03-24-2014-03-28,6.140000000000001,-0.5700000000000001,0.57,0.12342655048267821,7.4
4,AS14.19,2014-03-25-2014-03-29,6.42,-0.45,0.7300000000000001,0.12823951327624541,7.0
5,AS14.19,2014-03-26-2014-03-30,6.720000000000001,-0.27999999999999997,0.8400000000000001,0.11849392600518258,7.2
6,AS14.19,2014-03-27-2014-03-31,6.960000000000001,-0.24000000000000005,0.96,0.12273516068963848,6.4
7,AS14.19,2014-03-28-2014-04-01,6.92,-0.24000000000000005,0.8800000000000001,0.12298760485242377,7.6
8,AS14.19,2014-03-29-2014-04-02,7.12,-0.16,0.8400000000000001,0.10864586281834503,6.6
9,AS14.19,2014-03-30-2014-04-03,6.960000000000001,-0.2,0.72,0.09567044031764041,7.0
10,AS14.19,2014-03-31-2014-04-04,6.960000000000001,-0.16,0.64,0.11416993703820669,8.0
11,AS14.19,2014-04-01-2014-04-05,7.12,-0.2,0.6799999999999999,0.1153368903283675,7.25
12,AS14.19,2014-04-02-2014-04-06,7.290000000000001,-0.45,0.8400000000000001,0.10748834575640301,6.6
13,AS14.19,2014-04-03-2014-04-07,7.090000000000001,-0.61,0.76,0.1287426206123355,6.8
14,AS14.19,2014-04-04-2014-04-08,7.13,-0.69,0.8400000000000001,0.13193975067851701,7.2
15,AS14.19,2014-04-05-2014-04-09,7.17,-0.73,0.9200000000000002,0.12404854566348773,6.75
16,AS14.19,2014-04-06-2014-04-10,6.919999999999999,-0.71,0.8300000000000001,0.11141763466380634,6.8
17,AS14.19,2014-04-07-2014-04-11,6.83,-0.58,0.8300000000000001,0.11479159326935043,7.2
18,AS14.19,2014-04-08-2014-04-12,6.95,-0.33999999999999997,0.8699999999999999,0.09131560212561322,7.2
19,AS14.19,2014-04-09-2014-04-13,7.029999999999999,-0.38,0.8699999999999999,0.09623794142683118,7.0
20,AS14.19,2014-04-10-2014-04-14,6.99,-0.22000000000000003,0.8699999999999999,0.10191071988467693,6.4
21,AS14.19,2014-04-11-2014-04-15,6.92,-0.32,0.9199999999999999,0.11350360560218231,6.8
22,AS14.19,2014-04-12-2014-04-16,6.919999999999999,-0.32,0.9199999999999999,0.106727534043136,6.8
23,AS14.19,2014-04-13-2014-04-17,6.840000000000001,-0.5199999999999999,0.96,0.1138100734410247,6.8
24,AS14.19,2014-04-14-2014-04-18,6.76,-0.6,0.96,0.1040612856796009,6.8
25,AS14.19,2014-04-15-2014-04-19,6.720000000000001,-0.76,0.96,0.09693895327018538,7.6
26,AS14.19,2014-04-16-2014-04-20,6.959999999999999,-0.5199999999999999,1.0,0.09117722661466512,6.4
27,AS14.19,2014-04-17-2014-04-21,6.88,-0.44000000000000006,1.0,0.10242848684321723,6.8
28,AS14.19,2014-04-18-2014-04-22,6.88,-0.15999999999999998,1.04,0.10953712067910282,6.0
29,AS14.19,2014-04-19-2014-04-23,6.719999999999999,-0.16,1.04,0.11868037492703225,6.6
30,AS14.19,2014-04-20-2014-04-24,6.68,-0.2,1.04,0.11773738009891255,7.25
31,AS14.19,2014-04-21-2014-04-25,6.609999999999999,-0.39,0.95,0.11270100113563672,7.75
32,AS14.19,2014-04-22-2014-04-26,6.88,-0.15,1.05,0.13582757573354393,6.333333333333332
33,AS14.19,2014-04-23-2014-04-27,6.786666666666667,-0.5700000000000001,0.9766666666666666,0.11739873627917911,6.4
34,AS14.19,2014-04-24-2014-04-28,6.866666666666667,-0.37,0.8966666666666667,0.11602536897153301,7.2
35,AS14.19,2014-04-25-2014-04-29,6.986666666666667,-0.16999999999999998,0.8566666666666667,0.10004137847011645,7.0
36,AS14.19,2014-04-26-2014-04-30,6.936666666666667,0.06000000000000001,0.8666666666666668,0.09359569638568468,6.8
37,AS14.19,2014-04-27-2014-05-01,6.746666666666667,-0.18000000000000002,0.7266666666666666,0.06902813695183896,7.8
38,AS14.19,2014-04-28-2014-05-02,7.040000000000001,0.2,0.8,0.09851585807727066,7.4
39,AS14.19,2014-04-29-2014-05-03,7.24,0.27999999999999997,0.8800000000000001,0.1157836125409613,6.6
40,AS14.19,2014-04-30-2014-05-04,7.12,0.12,0.9199999999999999,0.12453712504040601,7.0
