,user,window,mood,arousal,valence,activity,predicted_mood
0,AS14.23,2014-03-22-2014-03-26,6.6,-0.25,0.73,0.32495463704683747,7.0
1,AS14.23,2014-03-23-2014-03-27,6.6,-0.1,0.78,0.3219261447596243,7.0
2,AS14.23,2014-03-24-2014-03-28,6.6,0.09999999999999998,0.82,0.35940933185003915,7.25
3,AS14.23,2014-03-25-2014-03-29,6.890000000000001,0.19,1.16,0.36776186123168164,7.0
4,AS14.23,2014-03-26-2014-03-30,7.05,0.27,1.28,0.39640992129536917,7.5
5,AS14.23,2014-03-27-2014-03-31,7.15,0.27,1.33,0.39200308174822507,7.5
6,AS14.23,2014-03-28-2014-04-01,7.25,0.12,1.48,0.42301889463903797,7.0
7,AS14.23,2014-03-29-2014-04-02,7.25,0.1,1.44,0.4358060910977283,7.0
8,AS14.23,2014-03-30-2014-04-03,7.2,0.15,1.34,0.42848305553946886,7.0
9,AS14.23,2014-03-31-2014-04-04,7.2,0.35,1.3,0.45361272646968587,6.5
10,AS14.23,2014-04-01-2014-04-05,7.0,0.55,1.2,0.4553361570603084,7.0
11,AS14.23,2014-04-02-2014-04-06,6.9,0.55,0.9199999999999999,0.41373282842159737,5.75
12,AS14.23,2014-04-03-2014-04-07,6.65,0.4,0.77,0.39632485965003766,6.6
13,AS14.23,2014-04-04-2014-04-08,6.57,0.33999999999999997,0.6900000000000001,0.3702362957675846,7.2
14,AS14.23,2014-04-05-2014-04-09,6.610000000000001,0.059999999999999984,0.7300000000000001,0.3378146127864473,7.0
15,AS14.23,2014-04-06-2014-04-10,6.709999999999999,-0.09,0.6900000000000001,0.3163134934173556,7.0
16,AS14.23,2014-04-07-2014-04-11,6.709999999999999,-0.009999999999999998,0.7699999999999999,0.324734795101215,7.75
17,AS14.23,2014-04-08-2014-04-12,7.109999999999999,-0.009999999999999998,0.9199999999999999,0.3139426055406482,7.2
