,user,window,mood,arousal,valence,activity,predicted_mood
0,AS14.12,2014-03-27-2014-03-31,6.540000000000001,0.13999999999999999,0.6799999999999999,0.10182069253227413,6.4
1,AS14.12,2014-03-28-2014-04-01,6.42,0.32,0.63,0.10032101618854754,6.0
2,AS14.12,2014-03-29-2014-04-02,6.2700000000000005,0.24000000000000005,0.5466666666666666,0.10729532222189611,5.4
3,AS14.12,2014-03-30-2014-04-03,6.0,0.12000000000000002,0.3466666666666666,0.11354856230456442,6.5
4,AS14.12,2014-03-31-2014-04-04,6.140000000000001,0.31,0.43,0.13130400654435057,6.2
5,AS14.12,2014-04-01-2014-04-05,6.1,0.22999999999999998,0.43,0.14685437121710082,6.25
6,AS14.12,2014-04-02-2014-04-06,6.069999999999999,0.2,0.43,0.13613816414337815,6.4
7,AS14.12,2014-04-03-2014-04-07,6.15,0.31999999999999995,0.5633333333333332,0.1318571425177631,6.25
8,AS14.12,2014-04-04-2014-04-08,6.32,0.24,0.6133333333333333,0.12391988286814055,5.25
9,AS14.12,2014-04-05-2014-04-09,6.07,0.09,0.38,0.12926725057949534,6.4
10,AS14.12,2014-04-06-2014-04-10,6.109999999999999,0.13,0.42000000000000004,0.1259717445797694,6.6
11,AS14.12,2014-04-07-2014-04-11,6.18,-0.019999999999999997,0.47000000000000003,0.12283165737845778,6.8
12,AS14.12,2014-04-08-2014-04-12,6.26,-0.06,0.43000000000000005,0.11450703636596553,5.6
13,AS14.12,2014-04-09-2014-04-13,6.13,0.06,0.38,0.11005270704017955,6.6
14,AS14.12,2014-04-10-2014-04-14,6.4,-0.020000000000000007,0.64,0.09443419838657212,6.8
15,AS14.12,2014-04-11-2014-04-15,6.4799999999999995,-0.020000000000000007,0.72,0.09168014112724446,7.0
16,AS14.12,2014-04-12-2014-04-16,6.56,0.07999999999999999,0.72,0.11699785095466766,6.8
17,AS14.12,2014-04-13-2014-04-17,6.56,-0.04,0.72,0.12640377529597663,6.6
18,AS14.12,2014-04-14-2014-04-18,6.76,-0.27999999999999997,0.8799999999999999,0.12332293493288655,5.8
19,AS14.12,2014-04-15-2014-04-19,6.6,-0.12,0.7999999999999999,0.1392711429137466,6.4
20,AS14.12,2014-04-16-2014-04-20,6.5200000000000005,-0.07999999999999999,0.8,0.15931449658573435,6.0
21,AS14.12,2014-04-17-2014-04-21,6.32,-0.12999999999999998,0.75,0.13374083180342294,6.5
22,AS14.12,2014-04-18-2014-04-22,6.26,0.040000000000000015,0.79,0.14045391757791148,5.8
23,AS14.12,2014-04-19-2014-04-23,6.1,0.16,0.79,0.14735687041510404,6.6
24,AS14.12,2014-04-20-2014-04-24,6.26,-0.039999999999999994,0.8299999999999998,0.13096838530659366,5.6
25,AS14.12,2014-04-21-2014-04-25,6.1,-0.07999999999999999,0.67,0.11385067260547299,7.0
26,AS14.12,2014-04-22-2014-04-26,6.3,0.020000000000000007,0.72,0.1663199120172186,6.0
27,AS14.12,2014-04-23-2014-04-27,6.2,-0.029999999999999992,0.6699999999999999,0.17209039725555028,6.6
28,AS14.12,2014-04-24-2014-04-28,6.359999999999999,-0.15,0.71,0.1662711572750441,6.0
29,AS14.12,2014-04-25-2014-04-29,6.24,-0.11000000000000001,0.79,0.16506612470583606,6.25
30,AS14.12,2014-04-26-2014-04-30,6.37,-0.2,0.8833333333333334,0.16252902281398313,6.2
31,AS14.12,2014-04-27-2014-05-01,6.21,-0.29,0.7833333333333333,0.1151276093905222,5.5
32,AS14.12,2014-04-28-2014-05-02,6.11,-0.29,0.7333333333333333,0.10263161982760796,5.6
33,AS14.12,2014-04-29-2014-05-03,5.909999999999999,-0.25,0.5733333333333334,0.10258010184092799,4.8
34,AS14.12,2014-04-30-2014-05-04,5.67,-0.33,0.3333333333333333,0.10966031892249095,6.0
