,user,window,mood,arousal,valence,activity,predicted_mood
0,AS14.26,2014-04-13-2014-04-17,6.8,0.12000000000000002,0.16,0.0801709587309039,7.2
1,AS14.26,2014-04-14-2014-04-18,6.840000000000001,0.27999999999999997,0.32,0.08190451381017146,8.0
2,AS14.26,2014-04-15-2014-04-19,6.959999999999999,0.4,0.44000000000000006,0.11205651910293982,8.0
3,AS14.26,2014-04-16-2014-04-20,7.2,0.48,0.5599999999999999,0.09858933812687778,6.4
4,AS14.26,2014-04-17-2014-04-21,7.12,0.4,0.52,0.10020654009240977,7.25
5,AS14.26,2014-04-18-2014-04-22,7.37,0.5,0.76,0.10534852485241544,6.2
6,AS14.26,2014-04-19-2014-04-23,7.17,0.42000000000000004,0.64,0.10918999323201979,5.8
7,AS14.26,2014-04-20-2014-04-24,6.7299999999999995,0.21999999999999997,0.36000000000000004,0.08140754998977062,6.6
8,AS14.26,2014-04-21-2014-04-25,6.45,0.13999999999999999,0.24,0.0968966465854335,8.0
9,AS14.26,2014-04-22-2014-04-26,6.7700000000000005,0.38,0.44000000000000006,0.1349249458409849,7.8
10,AS14.26,2014-04-23-2014-04-27,6.88,0.44000000000000006,0.4,0.1292352071671837,8.0
11,AS14.26,2014-04-24-2014-04-28,7.24,0.6,0.5599999999999999,0.14201975036299314,6.6
12,AS14.26,2014-04-25-2014-04-29,7.4,0.72,0.72,0.14613725894834814,6.2
13,AS14.26,2014-04-26-2014-04-30,7.32,0.6399999999999999,0.6799999999999999,0.14088028659418908,6.8
14,AS14.26,2014-04-27-2014-05-01,7.08,0.43999999999999995,0.56,0.1074205930295016,7.2
15,AS14.26,2014-04-28-2014-05-02,6.960000000000001,0.32,0.5599999999999999,0.12027091230842184,7.8
16,AS14.26,2014-04-29-2014-05-03,6.92,0.12,0.52,0.09755960760108078,7.4
17,AS14.26,2014-04-30-2014-05-04,7.08,-0.04,0.52,0.08157120419501189,6.5
