,user,window,mood,arousal,valence,activity,predicted_mood
0,AS14.06,2014-03-24-2014-03-28,7.32,-0.12999999999999998,0.6300000000000001,0.12410050794340428,7.8
1,AS14.06,2014-03-25-2014-03-29,7.4799999999999995,0.07,0.8300000000000001,0.13773030448567708,7.8
2,AS14.06,2014-03-26-2014-03-30,7.640000000000001,0.11000000000000001,0.8699999999999999,0.1524481574388242,7.0
3,AS14.06,2014-03-27-2014-03-31,7.44,-0.030000000000000006,0.6499999999999999,0.15745671822391208,7.75
4,AS14.06,2014-03-28-2014-04-01,7.590000000000001,-0.08,0.75,0.17616172186421744,6.8
5,AS14.06,2014-03-29-2014-04-02,7.43,-0.16,0.67,0.1743780672258915,7.2
6,AS14.06,2014-03-30-2014-04-03,7.3100000000000005,-0.16,0.55,0.19397667037456276,7.0
7,AS14.06,2014-03-31-2014-04-04,7.15,-0.24000000000000005,0.43,0.18162186178446005,7.0
8,AS14.06,2014-04-01-2014-04-05,7.15,-0.27999999999999997,0.51,0.20795555076795366,7.0
9,AS14.06,2014-04-02-2014-04-06,7.0,-0.48,0.44000000000000006,0.1668699710149954,6.2
10,AS14.06,2014-04-03-2014-04-07,6.88,-0.48,0.36000000000000004,0.17334890874393313,6.6
11,AS14.06,2014-04-04-2014-04-08,6.76,-0.52,0.27999999999999997,0.16642384105883004,7.4
12,AS14.06,2014-04-05-2014-04-09,6.839999999999999,-0.36000000000000004,0.4,0.15713827420050774,7.6
13,AS14.06,2014-04-06-2014-04-10,6.959999999999999,-0.31999999999999995,0.4,0.14354034287207024,7.8
14,AS14.06,2014-04-07-2014-04-11,7.12,-0.16,0.52,0.18063853985744135,8.2
15,AS14.06,2014-04-08-2014-04-12,7.5200000000000005,0.04,0.72,0.18843154423868105,6.5
16,AS14.06,2014-04-09-2014-04-13,7.5,-0.22000000000000003,0.77,0.22239013889989012,7.25
17,AS14.06,2014-04-10-2014-04-14,7.469999999999999,-0.35,0.76,0.23751953142407195,7.0
18,AS14.06,2014-04-11-2014-04-15,7.35,-0.39,0.72,0.23277540380782152,7.6
19,AS14.06,2014-04-12-2014-04-16,7.31,-0.35,0.6,0.22060507886640862,6.8
20,AS14.06,2014-04-13-2014-04-17,7.029999999999999,-0.39,0.52,0.204156771040863,6.25
21,AS14.06,2014-04-14-2014-04-18,6.980000000000001,-0.29,0.5700000000000001,0.1644515595329949,6.8
22,AS14.06,2014-04-15-2014-04-19,6.889999999999999,-0.2,0.54,0.14835574974015123,8.2
23,AS14.06,2014-04-16-2014-04-20,7.13,-2.2204460492503132e-17,0.5800000000000001,0.11417454173304369,7.0
24,AS14.06,2014-04-17-2014-04-21,7.01,0.03999999999999998,0.62,0.10080939929597836,6.6
25,AS14.06,2014-04-18-2014-04-22,6.970000000000001,-0.08000000000000002,0.62,0.09937482063359553,7.0
26,AS14.06,2014-04-19-2014-04-23,7.12,0.12,0.68,0.09687719661327408,7.75
27,AS14.06,2014-04-20-2014-04-24,7.31,0.030000000000000006,0.71,0.12436652137032309,6.4
28,AS14.06,2014-04-21-2014-04-25,6.95,-0.29,0.63,0.1714350079603614,7.5
29,AS14.06,2014-04-22-2014-04-26,7.05,-0.32999999999999996,0.71,0.19710657787037672,7.2
30,AS14.06,2014-04-23-2014-04-27,7.17,-0.37,0.79,0.18015018593860402,6.75
31,AS14.06,2014-04-24-2014-04-28,7.119999999999999,-0.42000000000000004,0.73,0.18786960183631507,7.25
32,AS14.06,2014-04-25-2014-04-29,7.0200000000000005,-0.37,0.78,0.17576692247816636,6.8
33,AS14.06,2014-04-26-2014-04-30,7.1,-0.29,0.82,0.1445437779813205,8.0
34,AS14.06,2014-04-27-2014-05-01,7.2,-0.29,0.82,0.16856970245367356,7.2
35,AS14.06,2014-04-28-2014-05-02,7.2,-0.32,0.82,0.19367926525831516,6.25
36,AS14.06,2014-04-29-2014-05-03,7.1,-0.42000000000000004,0.72,0.20326612121281817,7.6
37,AS14.06,2014-04-30-2014-05-04,7.17,-0.5800000000000001,0.67,0.20164480946675883,7.0
