,user,window,mood,arousal,valence,activity,predicted_mood
0,AS14.14,2014-03-21-2014-03-25,6.09,-0.61,0.17,0.10092031222030858,7.0
1,AS14.14,2014-03-22-2014-03-26,6.21,-0.53,0.29,0.0934798712907761,6.6
2,AS14.14,2014-03-23-2014-03-27,6.37,-0.6100000000000001,0.45,0.09032915110362041,6.2
3,AS14.14,2014-03-24-2014-03-28,6.410000000000001,-0.5700000000000001,0.53,0.09097862034521623,8.0
4,AS14.14,2014-03-25-2014-03-29,6.709999999999999,-0.42000000000000004,0.73,0.10774023861345594,6.5
5,AS14.14,2014-03-26-2014-03-30,6.859999999999999,-0.5700000000000001,0.93,0.0922617839078766,6.75
6,AS14.14,2014-03-27-2014-03-31,6.81,-0.58,0.8800000000000001,0.07433614670186547,6.2
7,AS14.14,2014-03-28-2014-04-01,6.7299999999999995,-0.38,0.8,0.06868788688951327,7.0
8,AS14.14,2014-03-29-2014-04-02,6.890000000000001,-0.5,0.8800000000000001,0.0674485877674087,7.333333333333332
9,AS14.14,2014-03-30-2014-04-03,6.756666666666666,-0.55,0.8300000000000001,0.04819743236311787,7.5
10,AS14.14,2014-03-31-2014-04-04,6.956666666666666,-0.55,0.8300000000000001,0.047050956789869196,7.4
11,AS14.14,2014-04-01-2014-04-05,7.086666666666666,-0.82,0.8,0.041075609023644065,7.4
12,AS14.14,2014-04-02-2014-04-06,7.326666666666666,-1.02,0.9199999999999999,0.03647754288733938,7.0
13,AS14.14,2014-04-03-2014-04-07,7.326666666666666,-0.86,0.9199999999999999,0.025545513693326617,6.8
14,AS14.14,2014-04-04-2014-04-08,7.220000000000001,-0.8,0.8800000000000001,0.019586512276667994,8.0
15,AS14.14,2014-04-05-2014-04-09,7.32,-0.5333333333333334,0.8800000000000001,0.04223999033455782,6.666666666666668
16,AS14.14,2014-04-06-2014-04-10,7.173333333333334,-0.27999999999999997,0.96,0.04930646381660601,7.75
17,AS14.14,2014-04-07-2014-04-11,7.243333333333334,0.12,0.96,0.04873100764543698,7.5
