,user,window,mood,arousal,valence,activity,predicted_mood
0,AS14.33,2014-05-07-2014-05-11,6.0,-0.25,0.22000000000000003,0.040231392249616256,6.0
1,AS14.33,2014-05-08-2014-05-12,6.2,-0.35,0.42000000000000004,0.04468295425436633,5.0
2,AS14.33,2014-05-09-2014-05-13,5.88,-0.09,0.34,0.05711289596187954,6.833333333333332
3,AS14.33,2014-05-10-2014-05-14,6.286666666666667,-0.19666666666666663,0.45999999999999996,0.05481966216347702,6.0
4,AS14.33,2014-05-11-2014-05-15,5.966666666666667,-0.11666666666666665,0.36,0.060332316198325096,7.0
5,AS14.33,2014-05-12-2014-05-16,6.166666666666666,-0.036666666666666646,0.48,0.0684559002080089,6.0
6,AS14.33,2014-05-13-2014-05-17,6.166666666666666,0.16333333333333333,0.44666666666666666,0.06698713121460945,6.0
7,AS14.33,2014-05-14-2014-05-18,6.366666666666666,-0.05666666666666666,0.4866666666666667,0.04254082469157975,6.2
8,AS14.33,2014-05-15-2014-05-19,6.24,-0.029999999999999992,0.44666666666666666,0.04357308310808722,6.25
9,AS14.33,2014-05-16-2014-05-20,6.29,-0.12999999999999998,0.44666666666666666,0.022743241892428344,6.0
10,AS14.33,2014-05-17-2014-05-21,6.09,-0.3433333333333334,0.2066666666666667,0.015823154427359442,5.75
11,AS14.33,2014-05-18-2014-05-22,6.04,-0.29333333333333333,0.19,0.014796041993324478,5.833333333333332
12,AS14.33,2014-05-19-2014-05-23,6.006666666666666,-0.34,0.15,0.015366895813174122,6.4
13,AS14.33,2014-05-20-2014-05-24,6.046666666666667,-0.45,0.16,0.016394755849793753,6.25
14,AS14.33,2014-05-21-2014-05-25,6.046666666666667,-0.5,0.12666666666666665,0.045012364600879484,5.4
15,AS14.33,2014-05-22-2014-05-26,5.926666666666667,-0.44666666666666666,0.16666666666666666,0.06461647954528955,6.2
16,AS14.33,2014-05-23-2014-05-27,6.016666666666667,-0.6666666666666667,0.19666666666666666,0.06484972596136009,8.2
17,AS14.33,2014-05-24-2014-05-28,6.49,-0.5,0.43666666666666665,0.08139263653735174,7.0
18,AS14.33,2014-05-25-2014-05-29,6.609999999999999,-0.6166666666666666,0.5866666666666667,0.11240630752353709,6.8
